strategy,day,critical,deceased,reward,economic_index
Bene-Beraq_ASCENDING_0.35,96,196,27,54923978.02449750,1522476778.8900000
Bene-Beraq_ASCENDING_0.35,97,205,27,55947242.44280800,1531802761.418
Bene-Beraq_ASCENDING_0.35,98,225,27,56994788.67851920,1541303316.402
Bene-Beraq_ASCENDING_0.35,99,235,27,58040426.81853270,1550978126.138
Bene-Beraq_ASCENDING_0.35,100,247,27,59123633.3717855,1560833451.538
Bene-Beraq_ASCENDING_0.35,101,260,29,60342219.774308200,1570891853.6820000
Bene-Beraq_ASCENDING_0.35,102,266,31,61383276.31432170,1581123746.9780000
Bene-Beraq_ASCENDING_0.35,103,274,32,62336936.52985130,1591514566.6420000
Bene-Beraq_ASCENDING_0.35,104,281,33,63272555.32845380,1602061305.9940000
Bene-Beraq_ASCENDING_0.35,105,276,40,64140130.51795800,1612752625.6580000
Bene-Beraq_ASCENDING_0.35,106,280,47,65041272.42871160,1623594119.0180000
Bene-Beraq_ASCENDING_0.35,107,276,55,65901510.96545000,1634578969.7140000
Bene-Beraq_ASCENDING_0.35,108,283,57,66648563.580465200,1645688315.186
Bene-Beraq_ASCENDING_0.35,109,278,64,67312521.106533,1656908307.634
Bene-Beraq_ASCENDING_0.35,110,269,71,67904080.92965860,1668226881.8660000
Bene-Beraq_ASCENDING_0.35,111,266,71,67729963.95335640,1679516436.2900000
Bene-Beraq_ASCENDING_0.35,112,264,71,67533784.93936140,1690773293.9220000
